text,y_true,y_pred,proba,conf
@user @user @user rightly so! gop hates trump more than obama  ,0,1,1.0,1.0
"only 1 in 4, yes only 25% of republican voters polled believe what #trump said about judge curiel was racist.   #morningjoe #msnbc",0,1,1.0,1.0
@user how did you slip through?  you are a threat to america  ! #bigotry #misogyny #ignorance #alwaystrup @user,0,1,1.0,1.0
"you believe your miscegenation genocide will stop the ""breeding"" of black and white ppl off face of our eah, @user   @user",0,1,1.0,1.0
"""yapping"" is right...  # idiot #trump",0,1,0.9696969696969696,0.9696969696969696
@user you are very ignorant   #liberal #pcculture,0,1,0.9696969696969696,0.9696969696969696
 @user anyone who suppos clinton on a feminist basis only cares about white centered feminism and that's disturbing and disgustinâ¦,0,1,0.9696969696969696,0.9696969696969696
"you tell versions of lies, @user with your hatred and vile attacks upon black men and women, theron.   @user @user",0,1,0.9361702127659576,0.9361702127659576
@user he would have washed his color off if he could have.  ,0,1,0.8461538461538461,0.8461538461538461
@user @user @user @user and you're profiling based on looks? isn't that illegal? #butthu   #feelthebern,0,1,0.8461538461538461,0.8461538461538461
"in the works:  a new hymn for satb and piano, words by james montgomery, para. of psalm 72!   ",0,1,0.8461538461538461,0.8461538461538461
@user the truth. the fucking media and politicians of this country should be ashamed. you are incapable of telling the truth. ,0,1,0.8461538461538461,0.8461538461538461
@user i think you should suspend indefininetly that racist staff ,0,1,0.8461538461538461,0.8461538461538461
@user you're a great talent but just an idiot on political and social issues.   #learnwhyamericaisgreat,0,1,0.8461538461538461,0.8461538461538461
 @user @user @user everybody hates the white crayon ,0,1,0.8461538461538461,0.8461538461538461
"@user  yeah, she'll be elected right after jill stein. a million words to describe urself and you choose ""gamer"",  ",0,1,0.8461538461538461,0.8461538461538461
"what in the world is donald trump saying if you can tell me please do, he's just rumbling around and around saying absolutely nothing!  ",0,1,0.8461538461538461,0.8461538461538461
those who rant against #antismoking laws in public places really piss me off!  #piano #classical #elegy  ,0,1,0.8461538461538461,0.8461538461538461
@user you are the best!  ,0,1,0.8461538461538461,0.8461538461538461
donald #trump fires back at his teen comedian critic.      #weak #drumpf #us #us2016,0,1,0.8461538461538461,0.8461538461538461
@user @user you're too interested in being right and uninterested in determining truth. lack of maturity &amp; intelligence.  ,0,1,0.8461538461538461,0.8461538461538461
love this pic #childhood   #christmas ,0,1,0.8461538461538461,0.8461538461538461
"#afghanistan is always invaded by #foreigner #fighters, they always feel   under #command of other #nations, #russia #usa #india#shame",0,1,0.8461538461538461,0.8461538461538461
  sex stories sexest nude women  ,0,1,0.8461538461538461,0.8461538461538461
"@user painful truth-another gunman w hate ideology (racism, trumpism, islam, christian) has easy access to assault weapons  ",0,1,0.7142857142857143,0.7142857142857143
a 'fast talking chuck'! no shit! the irony is a bit much here.  birds #chuck â¦ ,0,1,0.7142857142857143,0.7142857142857143
 @user @user how pathetic of @user to attempt to invoke a dead war hero to defend one of many of trump's racistâ¦,0,1,0.7142857142857143,0.7142857142857143
zadiq khan should be sacked over this it's insulting to us british ,0,1,0.7142857142857143,0.7142857142857143
